"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"SOD2" 1.69575207291972 1.0169661533477 0.890652557319224 0.532786885245902 5.83400425345837e-08 4.03748451940855e-06 "SOD2" "Hepatocyte" 1
"ACAT2" 0.618761362245032 0.343356450791479 0.511463844797178 0.262295081967213 1.56756928634709e-05 0.000547402864856191 "ACAT2" "Hepatocyte" 1
"TCP11" 0.192048754788225 0.0355092805107019 0.185185185185185 0.0163934426229508 5.10940977620641e-06 0.000206163781747353 "TCP1" "Hepatocyte" 1
"PLG" 0.266048725404671 0.12183050840576 0.246913580246914 0.114754098360656 0.00195641450750889 0.0314652074102029 "PLG" "Hepatocyte" 1
"MPC12" 0.969906741112027 0.39294064938203 0.691358024691358 0.278688524590164 7.46111472952545e-12 1.01426748924347e-09 "MPC1" "Hepatocyte" 1
"PSMB1" 0.678556128924212 0.387258779775081 0.562610229276896 0.262295081967213 1.22476795407814e-05 0.000443988103733912 "PSMB1" "Hepatocyte" 1
"ACTB2" 5.05245448550303 3.00235744276841 0.998236331569665 0.795081967213115 1.67038331015692e-22 5.7800324299036e-20 "ACTB" "Hepatocyte" 1
"KDELR21" 0.502923742338713 0.255822637823537 0.455026455026455 0.163934426229508 2.67546604175226e-07 1.52755733653845e-05 "KDELR2" "Hepatocyte" 1
"MALSU1" 0.143019500695329 0.0411892613735193 0.142857142857143 0.040983606557377 0.00217473918602767 0.0343008226468784 "MALSU1" "Hepatocyte" 1
"CYCS3" 0.423409050599625 0.213489913958185 0.396825396825397 0.163934426229508 2.17861777574825e-05 0.000723187104106665 "CYCS" "Hepatocyte" 1
"HNRNPA2B1" 0.657873027729726 0.404888247215986 0.564373897707231 0.270491803278689 2.1906016710497e-05 0.000725057405267144 "HNRNPA2B1" "Hepatocyte" 1
"HIBADH" 0.296123431980734 0.0309479640244233 0.285714285714286 0.0245901639344262 3.63970703741813e-09 3.01172570002012e-07 "HIBADH" "Hepatocyte" 1
"MPLKIP" 0.197771484892912 0.0455743371803438 0.194003527336861 0.040983606557377 7.59827819206072e-05 0.00212658673223386 "MPLKIP" "Hepatocyte" 1
"PSMA21" 0.488516619398372 0.305399197272363 0.442680776014109 0.213114754098361 0.000191636009141451 0.00454946276171773 "PSMA2" "Hepatocyte" 1
"STK17A1" 0.114578867039497 0.0184398269711384 0.112874779541446 0.0163934426229508 0.00111532403318613 0.0203124164831776 "STK17A" "Hepatocyte" 1
"POLD2" 0.160321365387291 0.0644474667872826 0.156966490299824 0.0491803278688525 0.00304482640266881 0.0425567597210222 "POLD2" "Hepatocyte" 1
"NPC1L1" 0 0.0185050534468838 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "NPC1L1" "Hepatocyte" -1
"DDX56" 0.0706216758407506 0 0.0687830687830688 0 0.00290154670842445 0.0408039846118294 "DDX56" "Hepatocyte" 1
"PPIA" 1.22549891087647 0.831866332668274 0.797178130511464 0.475409836065574 7.01598058794866e-06 0.000275310935854934 "PPIA" "Hepatocyte" 1
"IGFBP1" 0.275231041985461 0.148346945613917 0.223985890652557 0.0819672131147541 0.000989488390396794 0.0184104657186954 "IGFBP1" "Hepatocyte" 1
"CCT6A" 0.158779206573819 0.0562349962322268 0.155202821869489 0.040983606557377 0.00151917553625757 0.0260472454182059 "CCT6A" "Hepatocyte" 1
"SBDS1" 0.266410813056129 0.09076337058123 0.252204585537919 0.0655737704918033 1.94842472273118e-05 0.000660209552191908 "SBDS" "Hepatocyte" 1
"MLXIPL2" 0.0211224077481032 0.155252226936955 0.0211640211640212 0.0983606557377049 1.75229631162508e-05 0.000602694927182132 "MLXIPL" "Hepatocyte" -1
"MDH2" 0.634679186083579 0.339688250958742 0.55379188712522 0.229508196721311 1.47965168796932e-06 6.92464861677116e-05 "MDH2" "Hepatocyte" 1
"PON1" 0.458344073320882 0.213838534215209 0.407407407407407 0.172131147540984 7.66087328136712e-06 0.000295692652158607 "PON1" "Hepatocyte" 1
"PON3" 0.232670139563965 0.128302949536916 0.222222222222222 0.0983606557377049 0.00288994202772878 0.0407550872062086 "PON3" "Hepatocyte" 1
"PON2" 0.327727429479534 0.137105375038214 0.310405643738977 0.10655737704918 2.43490884285893e-05 0.000792143136085646 "PON2" "Hepatocyte" 1
"AZGP1" 1.42495035235993 1.09698169559576 0.788359788359788 0.450819672131148 1.46977118266544e-05 0.000522844770556284 "AZGP1" "Hepatocyte" 1
"PSMC2" 0.195822727032063 0.0524694277136116 0.192239858906526 0.040983606557377 9.70779478558018e-05 0.00262685565536825 "PSMC2" "Hepatocyte" 1
"NAMPT" 0.507781282045085 0.334959301034679 0.440917107583774 0.204918032786885 0.000148815301868329 0.00376233797230856 "NAMPT" "Hepatocyte" 1
"DLD" 0.169352450337455 0.0378247513755953 0.165784832451499 0.0327868852459016 0.000195064169389801 0.00461167236079117 "DLD" "Hepatocyte" 1
"DNAJB92" 0.183784861565934 0.066966255472116 0.178130511463845 0.0491803278688525 0.000500026009849174 0.0104342391363723 "DNAJB9" "Hepatocyte" 1
"CAPZA2" 0.292615124049581 0.148547135113378 0.283950617283951 0.0983606557377049 0.00015541694715043 0.00387233741337724 "CAPZA2" "Hepatocyte" 1
"NDUFA5" 0.232641978319883 0.125329756087834 0.227513227513228 0.0737704918032787 0.000290355652065352 0.00642552556382606 "NDUFA5" "Hepatocyte" 1
"AC090498.12" 0.171191388640014 0.930885253889902 0.165784832451499 0.459016393442623 2.33594754634208e-16 4.9396638947556e-14 "AC090498.1" "Hepatocyte" -1
"RP5-1136G13.2" 0 0.0212111583352656 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "RP5-1136G13.2" "Hepatocyte" -1
"ZNF783" 0 0.0199085664037614 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "ZNF783" "Hepatocyte" -1
"ATP6V0E2" 0.118150526552396 0.0164499262045674 0.118165784832451 0.0163934426229508 0.000742749568621697 0.0146536624740902 "ATP6V0E2" "Hepatocyte" 1
"TMEM176B" 1.95494624727187 0.6271069519481 0.911816578483245 0.401639344262295 1.8278498513777e-30 1.15956763627122e-27 "TMEM176B" "Hepatocyte" 1
"TMEM176A" 2.02098771000027 1.2348258895471 0.925925925925926 0.565573770491803 5.58702234356767e-11 6.25472628835286e-09 "TMEM176A" "Hepatocyte" 1
"RHEB1" 0.275061673959612 0.109448027464119 0.261022927689594 0.0737704918032787 2.69236647017438e-05 0.000861180188317123 "RHEB" "Hepatocyte" 1
"INSIG1" 1.00168897635767 0.566002722391707 0.664902998236332 0.368852459016393 6.96217144449279e-06 0.000275090089012675 "INSIG1" "Hepatocyte" 1
"CD991" 0.250440587010721 0.124456980151737 0.246913580246914 0.0983606557377049 0.00137106539374375 0.0237237737660773 "CD99" "Hepatocyte" 1
"RBBP7" 0.102261812156893 0 0.102292768959436 0 0.000230043546936537 0.00525373452493663 "RBBP7" "Hepatocyte" 1
"PRDX4" 0.423238533231144 0.212300755749209 0.389770723104056 0.155737704918033 2.49762246135739e-05 0.000810237241086365 "PRDX4" "Hepatocyte" 1
"SAT11" 0.924439537463334 0.66686977399212 0.679012345679012 0.368852459016393 2.39876031021687e-05 0.000782612685210469 "SAT1" "Hepatocyte" 1
"GK" 0.334645140727402 0.100222837318261 0.315696649029982 0.0737704918032787 4.43606364732002e-07 2.34841768823993e-05 "GK" "Hepatocyte" 1
"OTC" 0.222533536524712 0.0164703705425198 0.211640211640212 0.0163934426229508 3.8036706586507e-07 2.08736941359091e-05 "OTC" "Hepatocyte" 1
"MID1IP1" 0.141089051665541 0.0368278904310485 0.141093474426808 0.0327868852459016 0.0011943130684779 0.0211112398280946 "MID1IP1" "Hepatocyte" 1
"ATP6AP2" 0.109293674473927 0.0265425296337366 0.105820105820106 0.0163934426229508 0.00216013394530986 0.0341642237139796 "ATP6AP2" "Hepatocyte" 1
"MAOB" 0.167685605716028 0.0388372767148577 0.165784832451499 0.0327868852459016 0.000159569024035321 0.00394397983865657 "MAOB" "Hepatocyte" 1
"RGN" 0.338570437942222 0.106921349385708 0.312169312169312 0.0901639344262295 4.28482518799913e-06 0.000176636891053293 "RGN" "Hepatocyte" 1
"EBP" 0.541947568715908 0.236891104250776 0.470899470899471 0.180327868852459 1.03420122693047e-07 6.59751050855813e-06 "EBP" "Hepatocyte" 1
"RBM32" 0.306640377305933 0.156241716234327 0.283950617283951 0.114754098360656 0.000369076118215253 0.0079070922962476 "RBM3" "Hepatocyte" 1
"HSD17B10" 0.470773782823983 0.142160996936136 0.433862433862434 0.122950819672131 3.40682274610558e-09 2.89350668382909e-07 "HSD17B10" "Hepatocyte" 1
"XIST" 0.0212074070718062 0.196176242179704 0.0211640211640212 0.139344262295082 2.58348095630395e-09 2.25196710229273e-07 "XIST" "Hepatocyte" -1
"PGK1" 0.454819845090978 0.114093750785857 0.419753086419753 0.0983606557377049 9.30442447819414e-10 8.70878878004089e-08 "PGK1" "Hepatocyte" 1
"HNRNPH2" 0.134035672503816 0.0363543443685591 0.130511463844797 0.0245901639344262 0.00109914568231893 0.0200818312742398 "HNRNPH2" "Hepatocyte" 1
"MORF4L2" 0.333312505047724 0.174323693101398 0.312169312169312 0.10655737704918 5.55004968467667e-05 0.00159637323298043 "MORF4L2" "Hepatocyte" 1
"SERPINA7" 0.361311511091165 0.187459097303385 0.326278659611993 0.122950819672131 0.000117855927100634 0.00311527044343087 "SERPINA7" "Hepatocyte" 1
"PLS3" 0.387907726819936 0.130098748453931 0.354497354497354 0.10655737704918 4.37933616684728e-07 2.34777651123141e-05 "PLS3" "Hepatocyte" 1
"PGRMC1" 0.562512539482246 0.112095285548375 0.490299823633157 0.0901639344262295 2.15779932452428e-13 3.1189760109801e-11 "PGRMC1" "Hepatocyte" 1
"SLC25A52" 0.514954683415156 0.253001784069703 0.470899470899471 0.180327868852459 1.90295655727702e-06 8.69194437101852e-05 "SLC25A5" "Hepatocyte" 1
"UBE2A" 0.0830567907117525 0.013496248043044 0.0828924162257496 0.00819672131147541 0.00363847530070515 0.0494027936489323 "UBE2A" "Hepatocyte" 1
"RPL39" 2.81517935375167 4.1685066683494 0.966490299823633 0.885245901639344 2.6094804871776e-05 0.000841741742459916 "RPL39" "Hepatocyte" -1
"LAMP2" 0.216831032544403 0.0742257499954486 0.208112874779541 0.0655737704918033 0.000373541712693949 0.00798777681133371 "LAMP2" "Hepatocyte" 1
"AIFM1" 0.186730472934686 0.0574313961578713 0.18342151675485 0.0327868852459016 7.24661421699347e-05 0.00203815487053814 "AIFM1" "Hepatocyte" 1
"ATP11C" 0.00177550513120983 0.0383530321198732 0.0017636684303351 0.0245901639344262 0.0026267665844876 0.0377771380708614 "ATP11C" "Hepatocyte" -1
"RPL10" 3.86702603358341 5.56841686655152 0.99294532627866 0.950819672131147 2.04510199003764e-06 9.29111901396472e-05 "RPL10" "Hepatocyte" -1
"MSRA" 0.130275589286406 0.0247673648822171 0.130511463844797 0.0245901639344262 0.000952571205498229 0.0179409773466321 "MSRA" "Hepatocyte" 1
"FDFT1" 0.489808302145147 0.231955425705592 0.410934744268078 0.155737704918033 5.60707110915093e-07 2.88410563042318e-05 "FDFT1" "Hepatocyte" 1
"MSR1" 0 0.0305397790333226 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "MSR1" "Hepatocyte" -1
"MICU3" 0.00178268372338453 0.0273848258325404 0.0017636684303351 0.0245901639344262 0.00265989462724933 0.0379192718458928 "MICU3" "Hepatocyte" -1
"FGL12" 10.0406081167772 4.04301229812135 0.994708994708995 0.844262295081967 6.56533381681132e-36 4.9979697902779e-33 "FGL1" "Hepatocyte" 1
"NAT2" 0.0688519249539403 0 0.0670194003527337 0 0.00331010215932265 0.0457058126813348 "NAT2" "Hepatocyte" 1
"CLU" 3.16467039763189 1.81852881689455 0.901234567901235 0.549180327868853 1.0635705485941e-11 1.39596690740184e-09 "CLU" "Hepatocyte" 1
"SARAF3" 0.515336045037543 0.106827379609539 0.477954144620811 0.0737704918032787 6.31272881447893e-14 1.00118125461854e-11 "SARAF" "Hepatocyte" 1
"FNTA" 0.0917527839649624 0.0117768984360279 0.091710758377425 0.00819672131147541 0.00189674769500395 0.0307655709222303 "FNTA" "Hepatocyte" 1
"UBE2V2" 0.116461833892235 0.0222322030092073 0.114638447971781 0.0163934426229508 0.00101803366553949 0.0187498813335411 "UBE2V2" "Hepatocyte" 1
"SDCBP" 0.239770809440222 0.0709799607091292 0.236331569664903 0.0491803278688525 1.00457677575883e-05 0.000377344151394409 "SDCBP" "Hepatocyte" 1
"GGH1" 0.908555875692542 0.382881450649561 0.684303350970018 0.286885245901639 2.27150038769454e-11 2.67343790571962e-09 "GGH" "Hepatocyte" 1
"TTPA" 0.201037575835568 0.0568164924290924 0.197530864197531 0.040983606557377 4.50000667028557e-05 0.00132779266583956 "TTPA" "Hepatocyte" 1
"LACTB2" 0.409218734183042 0.191699499731698 0.380952380952381 0.139344262295082 1.21303517823718e-05 0.000441135308926444 "LACTB2" "Hepatocyte" 1
"DECR1" 0.605198455852708 0.32622538510294 0.529100529100529 0.221311475409836 3.29186892852635e-06 0.000138707938357352 "DECR1" "Hepatocyte" 1
"SDC2" 0.424985279700998 0.114987825101809 0.382716049382716 0.0901639344262295 2.24781575566691e-09 2.0371276280921e-07 "SDC2" "Hepatocyte" 1
"HRSP12" 0.657975346945272 0.248716709188077 0.552028218694885 0.172131147540984 3.53811292224513e-11 4.08098095546637e-09 "HRSP12" "Hepatocyte" 1
"AZIN1" 0.134130043896071 0.0307518872278399 0.134038800705467 0.0245901639344262 0.000694815440920474 0.0138224695468134 "AZIN1" "Hepatocyte" 1
"DPYS" 0.402003048578928 0.166036015652796 0.372134038800705 0.114754098360656 1.06299177770042e-06 5.12164688167137e-05 "DPYS" "Hepatocyte" 1
"EIF3E2" 0.440900434639162 0.21794176822114 0.398589065255732 0.155737704918033 6.42944318124281e-06 0.000255811190545685 "EIF3E" "Hepatocyte" 1
"MRPL13" 0.216866824514018 0.0708421391848098 0.208112874779541 0.0491803278688525 8.65331519516254e-05 0.00238676826602804 "MRPL13" "Hepatocyte" 1
"LY6E" 0.948493775651042 0.360810486446309 0.682539682539683 0.286885245901639 6.75158874253006e-12 9.37797802467774e-10 "LY6E" "Hepatocyte" 1
"RP13-582O9.7" 0 0.0217757645192818 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "RP13-582O9.7" "Hepatocyte" -1
"AK3" 0.276841924289645 0.174910348562924 0.27336860670194 0.10655737704918 0.000444794772435745 0.00937105443993316 "AK3" "Hepatocyte" 1
"IL33" 0 0.0390541535925488 0 0.0245901639344262 0.000186071707045568 0.00445440843344515 "IL33" "Hepatocyte" -1
"RRAGA" 0.114693957487574 0.00829068237843096 0.114638447971781 0.00819672131147541 0.000326178496010235 0.00705422773852437 "RRAGA" "Hepatocyte" 1
"PLIN2" 0.532394498341991 0.261704092494482 0.405643738977072 0.180327868852459 3.40655724471865e-05 0.00104009297265888 "PLIN2" "Hepatocyte" 1
"RPS62" 2.49140735311707 3.07512656336897 0.959435626102293 0.877049180327869 0.000202746449529482 0.00475836668012712 "RPS6" "Hepatocyte" -1
"DNAJA12" 0.391324747442918 0.21711072053989 0.37037037037037 0.147540983606557 6.63045326693513e-05 0.00187873811054919 "DNAJA1" "Hepatocyte" 1
"AQP3" 0.11799636337446 0.0199613368496759 0.112874779541446 0.0163934426229508 0.0012539898452511 0.0218949694845907 "AQP3" "Hepatocyte" 1
"GALT" 0.0987624336575227 0.0165423403789348 0.0987654320987654 0.0163934426229508 0.00332048407620597 0.0457377655804536 "GALT" "Hepatocyte" 1
"VCP" 0.190037417340051 0.0656411257419642 0.181657848324515 0.0573770491803279 0.000989931338232683 0.0184104657186954 "VCP" "Hepatocyte" 1
"STOML2" 0.236482567788026 0.124003544621545 0.227513227513228 0.0737704918032787 0.000321644227438007 0.00700926609373016 "STOML2" "Hepatocyte" 1
"GRHPR" 0.358173724955866 0.107966654802288 0.331569664902998 0.0901639344262295 2.24954782470691e-07 1.31059115358817e-05 "GRHPR" "Hepatocyte" 1
"ALDH1A1" 1.59693735444861 0.322481582814815 0.839506172839506 0.245901639344262 1.05354264971597e-29 5.72876357957459e-27 "ALDH1A1" "Hepatocyte" 1
"PSAT1" 0.237969756781524 0.132661652381885 0.232804232804233 0.0819672131147541 0.000850381818983727 0.016430642962733 "PSAT1" "Hepatocyte" 1
"HNRNPK" 0.47303453454855 0.188462467991539 0.421516754850088 0.131147540983607 1.85869943017324e-07 1.1229888250343e-05 "HNRNPK" "Hepatocyte" 1
"NINJ1" 0.109444104146136 0.0172736354233528 0.109347442680776 0.0163934426229508 0.00152509431340147 0.0260704370729512 "NINJ1" "Hepatocyte" 1
"FBP1" 0.500912212519099 0.287451387339103 0.425044091710758 0.204918032786885 0.000202270444399144 0.00475836668012712 "FBP1" "Hepatocyte" 1
"ERP44" 0.176520717093737 0.0496755244828792 0.172839506172839 0.040983606557377 0.000293065425041204 0.00647294794689654 "ERP44" "Hepatocyte" 1
"BAAT" 0.333034666552318 0.0603181139677493 0.294532627865961 0.040983606557377 1.81469190993416e-08 1.37231569003564e-06 "BAAT" "Hepatocyte" 1
"ALDOB" 1.66707761563324 1.06033891207652 0.846560846560847 0.483606557377049 6.09424422385902e-08 4.16707633486504e-06 "ALDOB" "Hepatocyte" 1
"RAD23B" 0.22740566033952 0.115329198773947 0.220458553791887 0.0819672131147541 0.000819948436417199 0.0159505812528927 "RAD23B" "Hepatocyte" 1
"TXN" 1.81303678805839 0.780186914591095 0.901234567901235 0.409836065573771 6.29903679229894e-19 1.56366741589699e-16 "TXN" "Hepatocyte" 1
"PTGR1" 1.75822770031202 0.743454691151978 0.897707231040564 0.426229508196721 1.87465981453003e-17 4.11668085040738e-15 "PTGR1" "Hepatocyte" 1
"AMBP3" 7.23341919685284 3.9764902511302 0.989417989417989 0.827868852459016 1.44661312216076e-21 4.46456087620372e-19 "AMBP" "Hepatocyte" 1
"ATP6V1G1" 0.428932916667352 0.253014070553373 0.398589065255732 0.172131147540984 5.09460573669698e-05 0.00149167443352161 "ATP6V1G1" "Hepatocyte" 1
"C51" 0.0123638225789575 0.081100686740993 0.0123456790123457 0.0573770491803279 0.00129997222190962 0.0225941899573606 "C5" "Hepatocyte" -1
"RAB14" 0.164043222879471 0.0451018651659722 0.160493827160494 0.040983606557377 0.000593306192156782 0.0120550950324525 "RAB14" "Hepatocyte" 1
"STOM1" 0.416359042847755 0.155587536244882 0.365079365079365 0.10655737704918 2.53602310572154e-07 1.46256807294113e-05 "STOM" "Hepatocyte" 1
"PSMB7" 0.457063072701594 0.232209905950015 0.417989417989418 0.180327868852459 2.0524306479331e-05 0.000689314869669061 "PSMB7" "Hepatocyte" 1
"RPL35" 2.04774734328244 2.75090464803745 0.936507936507937 0.80327868852459 0.00142727779296434 0.0245823304945095 "RPL35" "Hepatocyte" -1
"ARPC5L" 0.155040837068422 0.0283451227589258 0.155202821869489 0.0245901639344262 0.000149050667994495 0.00376233797230856 "ARPC5L" "Hepatocyte" 1
"HSPA52" 0.290924304821959 0.132443684403413 0.2663139329806 0.0901639344262295 0.000184925856988161 0.00445440843344515 "HSPA5" "Hepatocyte" 1
"RPL121" 1.55753243449629 3.06139568053409 0.873015873015873 0.811475409836066 1.20611475024364e-09 1.11972555553107e-07 "RPL12" "Hepatocyte" -1
"TRUB2" 0.127105962093748 0.0365863895190661 0.126984126984127 0.0327868852459016 0.00253161382824026 0.0373012881350652 "TRUB2" "Hepatocyte" 1
"RALGDS" 0 0.0305024004634914 0 0.0245901639344262 0.000186071707045568 0.00445440843344515 "RALGDS" "Hepatocyte" -1
"RPL7A3" 1.44610772740282 1.14815750345459 0.851851851851852 0.598360655737705 0.00229912895520762 0.034398453757037 "RPL7A" "Hepatocyte" 1
"SURF1" 0.0935362271015261 0.00819672131147541 0.091710758377425 0.00819672131147541 0.00168561349144898 0.028181581930975 "SURF1" "Hepatocyte" 1
"SEC16A" 0.00355340951576054 0.0780579584771104 0.00352733686067019 0.0491803278688525 1.90024646357352e-05 0.000645801022843631 "SEC16A" "Hepatocyte" -1
"MAMDC4" 0.00177908718594663 0.0266680631574892 0.0017636684303351 0.0245901639344262 0.00265989462724933 0.0379192718458928 "MAMDC4" "Hepatocyte" -1
"TUBB4B2" 0.364553280171081 0.215614694841922 0.338624338624339 0.163934426229508 0.00156454425057863 0.0266252321868217 "TUBB4B" "Hepatocyte" 1
"IFITM2" 2.22175410792417 1.60332363141605 0.941798941798942 0.622950819672131 4.48731865197097e-06 0.000183002470310202 "IFITM2" "Hepatocyte" 1
"IFITM31" 6.86461789149953 5.4071243715543 1 0.950819672131147 5.31562796066888e-09 4.18614866778469e-07 "IFITM3" "Hepatocyte" 1
"CRACR2B" 0 0.0252731464790719 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "CRACR2B" "Hepatocyte" -1
"CD151" 0.1444890664334 0.0491876164072824 0.137566137566138 0.040983606557377 0.00307965660516778 0.0429695045048743 "CD151" "Hepatocyte" 1
"KCNQ1OT1" 0 0.0260238068569006 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "KCNQ1OT1" "Hepatocyte" -1
"HBB3" 2.34267302084284 0.154482870063745 0.957671957671958 0.10655737704918 1.85723924748821e-55 1.76731791392232e-52 "HBB" "Hepatocyte" 1
"HPX" 2.21260674543292 1.66347725364344 0.865961199294533 0.581967213114754 1.82942041600854e-05 0.00062667049219 "HPX" "Hepatocyte" 1
"MTRNR2L8" 0 0.0307407513616984 0 0.0245901639344262 0.000186071707045568 0.00445440843344515 "MTRNR2L8" "Hepatocyte" -1
"EIF4G21" 0.366637031046271 0.121782222124966 0.336860670194004 0.0819672131147541 1.41372516224183e-07 8.83441498882837e-06 "EIF4G2" "Hepatocyte" 1
"PSMA1" 0.322510387333876 0.201380997085549 0.305114638447972 0.147540983606557 0.00219743431829397 0.034398453757037 "PSMA1" "Hepatocyte" 1
"C11orf58" 0.294806795476882 0.173353252130922 0.289241622574956 0.131147540983607 0.00123659020174653 0.0216242320271725 "C11orf58" "Hepatocyte" 1
"SAA23" 28.1943613082014 24.6622729587109 0.99647266313933 0.983606557377049 0.0028111763199887 0.039876798009877 "SAA2" "Hepatocyte" 1
"SAA13" 85.4027707422264 64.0334780803687 1 0.991803278688525 1.26041549291302e-06 5.99695188065575e-05 "SAA1" "Hepatocyte" 1
"LDHA2" 1.97522765820043 0.606442957908458 0.915343915343915 0.368852459016393 7.1505237578771e-28 3.55007959961733e-25 "LDHA" "Hepatocyte" 1
"TSG101" 0.107656373342567 0.0265313288156971 0.105820105820106 0.0163934426229508 0.00217477849166652 0.0343008226468784 "TSG101" "Hepatocyte" 1
"HTATIP2" 0.15877268566045 0.0163843826378812 0.156966490299824 0.0163934426229508 3.36647667284827e-05 0.00103061118303631 "HTATIP2" "Hepatocyte" 1
"CD59" 0.366799776012534 0.145056738041395 0.333333333333333 0.114754098360656 7.66485901032906e-06 0.000295692652158607 "CD59" "Hepatocyte" 1
"CAT" 0.580406724219563 0.065610801538701 0.511463844797178 0.0491803278688525 3.14077091662301e-18 7.31927818304452e-16 "CAT" "Hepatocyte" 1
"PDHX" 0.0757498471351153 0 0.0758377425044092 0 0.00171093138560579 0.0283778908334274 "PDHX" "Hepatocyte" 1
"HSD17B12" 0.204330627753074 0.0525402598649862 0.199294532627866 0.040983606557377 3.25875847804447e-05 0.0010081799334137 "HSD17B12" "Hepatocyte" 1
"PSMC3" 0.227474261924188 0.0783074454824022 0.220458553791887 0.0655737704918033 0.00014277993740209 0.00367208131800554 "PSMC3" "Hepatocyte" 1
"MTCH2" 0.396622047972386 0.263076300985884 0.368606701940035 0.155737704918033 7.46356863744376e-05 0.0020940169599747 "MTCH2" "Hepatocyte" 1
"UBE2L6" 0.204454193190775 0.115049633613206 0.201058201058201 0.0819672131147541 0.00362714730998394 0.0493076132532222 "UBE2L6" "Hepatocyte" 1
"SERPING1" 1.18638293408347 0.608476801574278 0.740740740740741 0.344262295081967 3.21192132949239e-10 3.24574598774103e-08 "SERPING1" "Hepatocyte" 1
"GLYATL1" 0.279978768673117 0.10968287302671 0.262786596119929 0.0819672131147541 8.18406950216984e-05 0.00226280604467984 "GLYATL1" "Hepatocyte" 1
"BEST1" 0.0193003627481302 0.122971675663324 0.0194003527336861 0.0901639344262295 4.10134988834826e-05 0.00122194042305283 "BEST1" "Hepatocyte" -1
"FTH12" 8.0692329565411 7.05684143350938 1 0.934426229508197 0.000440723971666515 0.00931967968974062 "FTH1" "Hepatocyte" 1
"RTN3" 0.121487552514257 0.0200065383069871 0.121693121693122 0.0163934426229508 0.00063224504459585 0.0127329914713228 "RTN3" "Hepatocyte" 1
"FKBP2" 0.407339190516975 0.252015397489438 0.36331569664903 0.172131147540984 0.000548294383654977 0.0112810334539751 "FKBP2" "Hepatocyte" 1
"PRDX51" 0.60853367183268 0.393293371533919 0.530864197530864 0.262295081967213 8.95633725561317e-05 0.0024408690959868 "PRDX5" "Hepatocyte" 1
"TM7SF2" 0.206245255875666 0.0606571956185581 0.195767195767196 0.0573770491803279 0.000213940301231305 0.00496541524341518 "TM7SF2" "Hepatocyte" 1
"NEAT1" 0.0812322521850224 0.745355855083291 0.0793650793650794 0.278688524590164 1.88324052525366e-11 2.2636551113549e-09 "NEAT1" "Hepatocyte" -1
"MALAT1" 2.10698521064527 6.0296994794727 0.656084656084656 0.918032786885246 1.74757491458521e-33 1.24722237185303e-30 "MALAT1" "Hepatocyte" -1
"CFL12" 1.02996294714778 0.776131001079192 0.758377425044092 0.418032786885246 2.22126181607714e-05 0.00073308059762384 "CFL1" "Hepatocyte" 1
"SF3B2" 0.144999667276445 0.053200737021512 0.144620811287478 0.040983606557377 0.00222055348391863 0.034398453757037 "SF3B2" "Hepatocyte" 1
"PPP1CA1" 0.255482738259114 0.0805768909521289 0.248677248677249 0.0573770491803279 6.19962725562534e-06 0.000247529872839111 "PPP1CA" "Hepatocyte" 1
"CDK2AP21" 0.172737542067975 0.0624023252455306 0.169312169312169 0.0491803278688525 0.00117422598031569 0.0208530116162129 "CDK2AP2" "Hepatocyte" 1
"MRPL21" 0.140979819154934 0.0525485149349389 0.137566137566138 0.0327868852459016 0.00176869489064258 0.0291439061417715 "MRPL21" "Hepatocyte" 1
"LAMTOR1" 0.179898621045214 0.0461245623200235 0.172839506172839 0.0327868852459016 0.000147656586024322 0.0037552128191798 "LAMTOR1" "Hepatocyte" 1
"CLNS1A" 0.216843488400651 0.118631551873459 0.213403880070547 0.0737704918032787 0.000977055030187888 0.0182602150404509 "CLNS1A" "Hepatocyte" 1
"NDUFC2" 0.629754530679625 0.377036850908755 0.532627865961199 0.245901639344262 2.49397143032591e-06 0.000109264172591521 "NDUFC2" "Hepatocyte" 1
"AMOTL1" 0.00176720283600711 0.0437789993441711 0.0017636684303351 0.0245901639344262 0.0026267665844876 0.0377771380708614 "AMOTL1" "Hepatocyte" -1
"CEP57" 0.0899337628259463 0.00821863767861839 0.0881834215167548 0.00819672131147541 0.00225930717852723 0.034398453757037 "CEP57" "Hepatocyte" 1
"CASP4" 0.154987528880179 0.0658998860974586 0.151675485008818 0.0491803278688525 0.00283417008760915 0.0401033311405315 "CASP4" "Hepatocyte" 1
"ACAT1" 1.40442964503723 0.488710031935288 0.848324514991182 0.295081967213115 6.41797346019202e-21 1.9286010247877e-18 "ACAT1" "Hepatocyte" 1
"FDX1" 0.270153189599836 0.132967596636932 0.261022927689594 0.0983606557377049 0.000421166517300787 0.00893922018783958 "FDX1" "Hepatocyte" 1
"SDHD1" 0.363423564467913 0.106185951860332 0.349206349206349 0.0819672131147541 6.49704477697014e-08 4.41605680406084e-06 "SDHD" "Hepatocyte" 1
